year,month,HOM_tag,HOM_total,Entertainment,Food,HealthFitness,Home,KidsPets,PersonalCare,Grocery,Miscellaneous,Shopping,Travel,Entertainment_Freq,Food_Freq,HealthFitness_Freq,Home_Freq,KidsPets_Freq,PersonalCare_Freq,Grocery_Freq,Miscellaneous_Freq,Shopping_Freq,Travel_Freq,next_HOM_total,gender,job,Entertainment,Food,HealthFitness,Home,KidsPets,PersonalCare,Grocery,Miscellaneous,Shopping,Travel,Entertainment_Freq,Food_Freq,HealthFitness_Freq,Home_Freq,KidsPets_Freq,PersonalCare_Freq,Grocery_Freq,Miscellaneous_Freq,Shopping_Freq,Travel_Freq,dob,Travel_Freq,Total_Spending,Average_Spending,Most_Frequent_Category
2016,5,1,355.1965134659462,10.300184415092705,7,32.60707936068912,1,72.36643546446078,0,74.57850037080742,7,38.61109922236783,0,58.609195448167206,5,42.1473415201304,8,100.72048757912255,9,31.924339034382697,5,99.34851626227865,8,355.1965134659462,M,Teacher,71.55661912170008,87.62682106557848,19.870545301658904,19.391176222238784,146.33567774133576,122.45187501591694,7.403060632151015,27.287059989950112,107.90598310822071,81.03687138999676,11.936763956418028,16.442927801729958,0.10018781009453193,177.87641155609913,138.87471188248384,163.68819602086262,88.0945379697229,136.81145738122981,117.15822504980726,139.09157105792625,1999-07-19,9,1872.6425488106865,133.76018205790618,Grocery
2015,9,2,146.57882746403334,21.604523161179866,5,54.351591112715795,2,189.2532389148389,7,96.81680733664126,8,118.22520523565294,4,78.37626578089647,8,123.17100642382775,10,168.56744714249493,4,179.95591607533345,8,45.754981080174794,0,146.57882746403334,M,Manager,98.42279345740286,148.76028276082073,29.113357851796916,131.2361892802372,39.789200568335815,188.51724687414713,28.39605024963756,160.65242430296541,58.863222686319716,4.179922557884508,20.96377383914816,108.28750350364953,36.67055653857667,133.81724527661777,84.4865305793693,137.73268063905505,11.388217907289544,22.99006392386915,62.55795225558381,46.23757551785306,1972-11-21,7,1678.4105082615908,152.58277347832643,Grocery
2017,12,1,487.3118896045272,85.73390499873845,7,75.94995213070594,7,52.51829728106796,0,124.64763805255355,5,48.964588751369554,5,171.15688598828035,1,17.509390510294075,0,73.14667551472363,6,157.97678233855416,2,78.10143108794594,4,487.3118896045272,M,Manager,58.9679542952142,111.8299888456665,169.56236130421001,131.64702505562516,156.63735785139065,151.03694029305592,2.6174375457237886,83.75528279620359,41.02661291379419,72.70158490817336,160.55446052218898,153.38559701262227,57.042747110199564,108.46945761921683,188.9982702089266,161.50066969782785,38.41986628063792,154.15800394747896,113.94750249271091,63.03939683560644,2004-01-05,2,1438.0856025159703,65.36752738708957,Grocery
2011,8,1,373.89447688925145,112.91499956989743,9,20.953656723222245,4,138.72285015375803,5,165.3496477711614,8,139.07831145456825,9,133.76723271931036,5,192.50979595230748,0,101.41809263038294,1,196.38371704910566,2,156.5412024899812,3,373.89447688925145,F,Artist,27.163242385092467,124.24967248019298,80.69231061844317,150.75133631846023,122.74883055182586,48.98332102649674,157.5071424045095,149.05181738797606,86.88666826318851,17.134738667770378,136.91930909309784,149.77925825596154,125.57818528139467,151.45143347715577,183.0424243705225,127.97094787526527,88.98735880825559,181.58906846559782,59.531240911574066,41.78323110958664,1964-03-24,6,1455.4083854563855,55.977245594476365,HealthFitness
2020,3,2,378.3693733163237,91.4288774992621,2,140.858901020491,7,140.81604025066633,3,38.88475000999401,1,53.57557021026735,1,137.3314279930894,8,40.93637181145022,8,25.40455012552274,1,36.19969341769629,6,174.4554011097379,9,378.3693733163237,M,Doctor,155.92361514458761,153.48454272614657,85.18997074453993,165.60744671352614,155.83571418069587,168.9857314576276,19.48125686309168,8.063380887623794,82.42408443618889,105.92147990054866,106.36409919490227,130.38745204451948,128.32489014276882,19.934720373370386,70.59273833847384,144.92949072397187,54.53560220178868,173.4196132561,160.93688694526912,80.88361295733759,1973-03-11,4,1422.5649475470598,142.25649475470598,Miscellaneous
2015,3,1,275.1659657232947,71.0360559403465,1,137.67591667823797,10,97.47420902519741,9,21.53274232602278,4,188.31716763025074,10,152.02492619252132,0,9.322188346251735,10,12.46413612027466,1,136.6883629456272,4,28.67401431129659,10,275.1659657232947,F,Doctor,168.45148013610375,55.95917618930086,52.92314540615928,90.70549757466466,58.24100286633514,71.51400113197408,53.529336680677076,181.65128628514046,160.25473543046732,173.5188837082864,20.873363273353828,128.4060847069143,92.12266005784173,158.47897815564428,30.811630368008625,73.04333604191496,102.99347764892957,180.48556488848993,86.72040968962567,134.6126158262323,1968-09-27,7,1764.4136870858226,88.22068435429114,Shopping
2011,11,2,465.4068650060974,153.39407458205713,7,76.41188677902213,10,93.36354430921145,2,34.5096284365026,2,149.78315093880914,6,129.76500084698586,2,25.276200073808084,9,173.5678296224511,2,30.841007303318403,7,99.80556320367542,9,465.4068650060974,M,Manager,61.44764053193548,140.56312953985548,166.76195043265466,166.70871416258976,22.512881242121384,196.7378319751827,33.92211776598306,177.45264314591566,7.888604939473964,77.8924219522082,147.77222286295975,39.74092733786332,169.05360302867362,136.13783517124432,25.80922355605404,139.94122279152984,146.33682420139974,55.20965349422522,37.338025141198706,197.40290373331894,1999-08-24,3,602.8081152324778,30.14040576162389,Grocery
2013,3,1,406.51504275261243,183.40309278857634,9,12.755604565462964,6,37.9596435990615,3,81.72187584185066,2,104.94753955267917,1,73.47657479130439,1,38.59410637116849,10,138.2484110822583,1,122.36226154171813,10,26.72582594556736,8,406.51504275261243,M,Engineer,117.65789377769057,81.05025564331783,165.64782010210953,140.56677795376143,169.35026732044838,194.4580114035405,47.55840721660461,51.24030686905989,122.44225331387264,170.98896328317946,121.72832587798126,152.47372197047017,85.54999868248589,2.442527376685466,65.96248381214211,83.91431442841923,35.29680084658766,101.16704052740124,165.4309075079124,101.26606450152195,1986-08-11,9,979.412792849899,42.58316490651735,Shopping
2011,3,1,460.7667289645682,84.21754998421385,2,120.59240568710796,4,93.16471287131111,10,147.38577365948746,1,13.516947433310268,6,6.299129261185765,3,25.234824697360956,0,101.35125826098749,3,8.273287602128597,10,185.43434907073882,1,460.7667289645682,M,Manager,159.29266351292495,3.6907929776832216,137.64883806295774,153.09218151954863,160.3165631841838,84.0357658707185,146.76368314087352,154.24323003892567,36.75094608924201,42.969945243063165,16.767699045210737,93.03030441697643,189.89484003004634,161.81498457731598,158.6898133057942,84.8780932458752,86.53163335405172,193.37725321976205,124.3579150950129,157.8368465047878,1965-12-24,6,1185.2448897249328,98.77040747707774,HealthFitness
2022,10,2,155.00469616270195,190.66547906043198,7,120.87385298470899,6,194.31071134043808,1,101.75254370420564,9,58.5293925407278,5,42.04621273675628,5,175.58950661575295,3,70.53843466171466,6,162.80758508184388,0,152.46301317925978,6,155.00469616270195,F,Artist,29.315396269520622,169.33153208303418,27.731509077531726,160.27426321979698,135.06018763751405,58.42294975460531,3.3486966575031696,79.16175460073545,74.80651523389976,193.61435131744162,196.08475519644122,45.98997723729534,197.96126345354642,69.40673476027708,130.60564900484465,136.69525130173795,3.576583452299875,14.90278422621014,64.31300281198224,46.651200593398244,1963-08-21,2,1974.2177818388798,78.96871127355519,Home
